Date,Time,CPU (%),RAM (%)
2025-04-28,20:16:39,0.5,18.4
2025-04-28,20:16:49,9.5,52.4
2025-04-28,20:16:59,18.8,37.0
2025-04-28,20:17:09,0.8,18.5
2025-04-28,20:17:19,0.5,18.4
2025-04-28,20:17:29,0.6,18.4
2025-04-28,20:17:39,0.5,18.4
2025-04-28,20:17:49,0.7,18.4
2025-04-28,20:17:59,0.6,18.4
2025-04-28,20:18:09,1.1,17.9
2025-04-28,20:18:19,4.5,19.1
2025-04-28,20:18:29,3.3,19.6
2025-04-28,20:18:39,1.1,19.6
2025-04-28,20:18:49,3.0,19.5
2025-04-28,20:18:59,1.6,19.5
2025-04-28,20:19:09,1.3,19.6
2025-04-28,20:19:19,2.0,19.6
2025-04-28,20:19:29,1.7,19.6
2025-04-28,20:19:39,0.6,19.6
2025-04-28,20:19:49,2.3,19.6
2025-04-28,20:19:59,1.9,19.6
2025-04-28,20:20:09,1.8,19.7
2025-04-28,20:20:19,1.6,19.7
2025-04-28,20:20:29,0.7,19.7
2025-04-28,20:20:39,1.1,19.7
2025-04-28,20:20:49,3.0,19.9
2025-04-28,20:20:59,2.0,19.8
2025-04-28,20:21:09,0.7,19.7
2025-04-28,20:21:19,3.5,19.7
2025-04-28,20:21:29,1.7,19.7
2025-04-28,20:21:39,0.9,19.6
2025-04-28,20:21:49,3.0,18.3
2025-04-28,20:21:59,3.9,18.0
2025-04-28,20:22:09,3.5,17.9
2025-04-28,20:22:19,1.0,17.9
2025-04-28,20:22:29,1.2,17.9
2025-04-28,20:22:39,3.0,17.9
2025-04-28,20:22:49,1.1,17.9
2025-04-28,20:22:59,1.1,17.9
2025-04-28,20:23:09,1.2,17.9
2025-04-28,20:23:19,26.9,44.9
2025-04-28,20:23:29,53.6,62.9
2025-04-28,20:23:39,60.3,64.1
2025-04-28,20:23:49,62.6,72.9
2025-04-28,20:23:59,1.9,18.5
2025-04-28,20:24:09,1.2,18.2
2025-04-28,20:24:19,0.5,18.2
2025-04-28,20:24:29,0.7,18.2
2025-04-28,20:24:39,0.6,18.2
2025-04-28,20:24:49,0.9,18.2
2025-04-28,20:24:59,1.0,18.1
2025-04-28,20:25:09,1.1,18.1
2025-04-28,20:25:19,0.5,18.1
2025-04-28,20:25:29,2.9,18.1
2025-04-28,20:25:39,1.7,18.1
2025-04-28,20:25:49,2.3,18.1
2025-04-28,20:25:59,2.6,18.1
2025-04-28,20:26:09,46.2,76.3
2025-04-28,20:26:19,44.8,19.1
2025-04-28,20:26:29,3.1,18.4
2025-04-28,20:26:39,0.8,18.2
2025-04-28,20:26:49,1.8,18.2
2025-04-28,20:26:59,1.3,17.8
2025-04-28,20:27:09,13.2,55.0
2025-04-28,20:27:19,19.7,36.3
2025-04-28,20:27:29,25.2,52.7
2025-04-28,20:27:39,38.0,45.0
2025-04-28,20:27:49,22.0,64.5
2025-04-28,20:27:59,32.8,56.8
2025-04-28,20:28:09,34.2,58.4
2025-04-28,20:28:19,9.5,19.0
2025-04-28,20:28:29,2.4,18.2
2025-04-28,20:28:39,1.3,18.0
2025-04-28,20:28:49,1.5,18.0
2025-04-28,20:28:59,0.7,17.9
2025-04-28,20:29:09,0.5,17.9
2025-04-28,20:29:19,0.5,17.9
2025-04-28,20:29:29,0.6,17.9
2025-04-28,20:29:39,0.5,17.9
2025-04-28,20:29:49,0.9,18.0
2025-04-28,20:29:59,0.5,17.9
2025-04-28,20:30:09,2.6,18.0
2025-04-28,20:30:19,0.6,17.9
2025-04-28,20:30:29,0.5,17.9
2025-04-28,20:30:39,0.6,17.9
2025-04-28,20:30:49,0.5,17.9
2025-04-28,20:30:59,0.5,18.0
2025-04-28,20:31:09,0.7,17.9
2025-04-28,20:31:19,0.6,17.9
2025-04-28,20:31:29,0.4,17.9
2025-04-28,20:31:39,0.4,18.0
2025-04-28,20:31:49,0.6,18.0
2025-04-28,20:31:59,0.6,17.9
2025-04-28,20:32:09,0.5,17.9
2025-04-28,20:32:19,0.6,17.9
2025-04-28,20:32:29,0.5,17.9
2025-04-28,20:32:39,0.5,17.9
2025-04-28,20:32:49,0.5,17.9
2025-04-28,20:32:59,0.7,17.9
2025-04-28,20:33:09,0.6,17.9
2025-04-28,20:33:19,0.5,17.9
2025-04-28,20:33:29,0.5,17.9
2025-04-28,20:33:39,0.6,17.9
2025-04-28,20:33:49,0.6,18.0
2025-04-28,20:33:59,0.8,17.9
2025-04-28,20:34:09,7.8,19.7
2025-04-28,20:34:19,3.1,19.4
2025-04-28,20:34:29,2.5,19.4
2025-04-28,20:34:39,0.7,19.4
2025-04-28,20:34:49,0.4,19.4
2025-04-28,20:34:59,0.5,19.2
2025-04-28,20:35:09,1.0,19.4
2025-04-28,20:35:19,0.6,19.4
2025-04-28,20:35:29,3.5,19.4
2025-04-28,20:35:39,1.4,19.4
2025-04-28,20:35:49,1.3,19.4
2025-04-28,20:35:59,3.8,19.4
2025-04-28,20:36:09,3.9,19.4
2025-04-28,20:36:19,1.9,17.9
2025-04-28,20:36:29,12.5,21.3
2025-04-28,20:36:39,2.0,20.5
2025-04-28,20:36:49,3.3,20.0
2025-04-28,20:36:59,2.8,19.8
2025-04-28,20:37:09,3.8,20.3
2025-04-28,20:37:19,2.5,18.7
2025-04-28,20:37:29,2.9,18.4
2025-04-28,20:37:39,76.5,72.4
2025-04-28,20:37:49,43.6,53.7
2025-04-28,20:37:59,40.3,57.0
2025-04-28,20:38:09,42.1,27.3
2025-04-28,20:38:19,50.7,48.4
2025-04-28,20:38:29,15.2,20.2
2025-04-28,20:38:39,0.9,18.9
2025-04-28,20:38:49,0.6,18.6
2025-04-28,20:38:59,0.6,18.5
2025-04-28,20:39:09,0.5,18.5
2025-04-28,20:39:19,0.4,18.5
2025-04-28,20:39:29,0.6,18.5
2025-04-28,20:39:39,0.6,18.5
2025-04-28,20:39:49,0.5,18.5
2025-04-28,20:39:59,0.5,18.5
2025-04-28,20:40:09,0.5,18.5
2025-04-28,20:40:19,0.6,18.5
2025-04-28,20:40:29,0.6,18.5
2025-04-28,20:40:39,0.5,18.5
2025-04-28,20:40:49,0.5,18.5
2025-04-28,20:40:59,0.5,18.5
2025-04-28,20:41:09,0.6,18.5
2025-04-28,20:41:19,0.5,18.5
2025-04-28,20:41:29,0.5,18.6
2025-04-28,20:41:39,0.6,18.6
2025-04-28,20:41:49,0.5,18.6
2025-04-28,20:41:59,0.5,18.6
2025-04-28,20:42:09,0.5,18.6
2025-04-28,20:42:19,0.5,18.6
2025-04-28,20:42:29,0.6,18.6
2025-04-28,20:42:39,0.6,18.6
2025-04-28,20:42:49,0.5,18.6
2025-04-28,20:42:59,0.5,18.6
2025-04-28,20:43:09,0.6,18.6
2025-04-28,20:43:19,0.6,18.6
2025-04-28,20:43:29,0.4,18.6
2025-04-28,20:43:39,0.5,18.6
2025-04-28,20:43:49,0.5,18.6
2025-04-28,20:43:59,0.6,18.6
2025-04-28,20:44:09,0.5,18.6
2025-04-28,20:44:19,0.5,18.6
2025-04-28,20:44:29,0.6,18.6
2025-04-28,20:44:39,0.6,18.6
2025-04-28,20:44:49,0.5,18.6
2025-04-28,20:44:59,0.5,18.6
2025-04-28,20:45:09,0.5,18.6
2025-04-28,20:45:19,0.6,18.6
2025-04-28,20:45:29,0.5,18.6
2025-04-28,20:45:39,0.5,18.6
2025-04-28,20:45:49,0.5,18.6
2025-04-28,20:45:59,0.6,18.6
2025-04-28,20:46:09,0.6,18.6
2025-04-28,20:46:19,0.6,18.6
2025-04-28,20:46:29,0.6,18.6
2025-04-28,20:46:39,0.5,18.6
2025-04-28,20:46:49,0.6,18.6
2025-04-28,20:46:59,0.5,18.6
2025-04-28,20:47:09,0.5,18.6
2025-04-28,20:47:19,0.6,18.6
2025-04-28,20:47:29,0.6,18.6
2025-04-28,20:47:39,0.6,18.6
2025-04-28,20:47:49,0.5,18.6
2025-04-28,20:47:59,0.5,18.6
2025-04-28,20:48:09,0.4,18.6
2025-04-28,20:48:19,0.5,18.6
2025-04-28,20:48:29,0.5,18.6
2025-04-28,20:48:39,0.6,18.6
2025-04-28,20:48:49,0.5,18.6
2025-04-28,20:48:59,0.5,18.6
2025-04-28,20:49:09,0.7,18.6
2025-04-28,20:49:19,0.5,18.6
2025-04-28,20:49:29,0.5,18.6
2025-04-28,20:49:39,0.6,18.6
2025-04-28,20:49:49,0.6,18.6
2025-04-28,20:49:59,0.5,18.6
2025-04-28,20:50:09,0.6,18.6
2025-04-28,20:50:19,0.6,18.6
2025-04-28,20:50:29,0.6,18.6
2025-04-28,20:50:39,0.5,18.6
2025-04-28,20:50:49,0.6,18.6
2025-04-28,20:50:59,0.6,18.6
2025-04-28,20:51:09,0.6,18.6
2025-04-28,20:51:19,0.5,18.6
2025-04-28,20:51:29,0.6,18.6
2025-04-28,20:51:39,0.6,18.6
2025-04-28,20:51:49,0.7,18.6
2025-04-28,20:51:59,0.6,18.6
2025-04-28,20:52:09,0.5,18.6
2025-04-28,20:52:19,0.6,18.6
2025-04-28,20:52:29,0.5,18.6
2025-04-28,20:52:39,0.6,18.6
2025-04-28,20:52:49,0.6,18.6
2025-04-28,20:52:59,0.5,18.6
2025-04-28,20:53:09,0.5,18.6
2025-04-28,20:53:19,0.6,18.6
2025-04-28,20:53:29,0.6,18.6
2025-04-28,20:53:39,0.6,18.6
2025-04-28,20:53:49,0.5,18.6
2025-04-28,20:53:59,0.6,18.6
2025-04-28,20:54:09,0.5,18.6
2025-04-28,20:54:19,0.6,18.6
2025-04-28,20:54:29,0.6,18.6
2025-04-28,20:54:39,0.6,18.6
2025-04-28,20:54:49,0.6,18.6
2025-04-28,20:54:59,0.6,18.6
2025-04-28,20:55:09,0.5,18.6
2025-04-28,20:55:19,0.5,18.6
2025-04-28,20:55:29,0.5,18.6
2025-04-28,20:55:39,0.6,18.6
2025-04-28,20:55:49,0.5,18.6
2025-04-28,20:55:59,0.7,18.6
2025-04-28,20:56:09,0.6,18.6
2025-04-28,20:56:19,0.5,18.6
2025-04-28,20:56:29,0.5,18.6
2025-04-28,20:56:39,0.6,18.6
2025-04-28,20:56:49,0.6,18.6
2025-04-28,20:56:59,0.6,18.6
2025-04-28,20:57:09,0.6,18.6
2025-04-28,20:57:19,0.5,18.6
2025-04-28,20:57:29,0.5,18.6
2025-04-28,20:57:39,0.7,18.6
2025-04-28,20:57:49,0.6,18.6
2025-04-28,20:57:59,0.6,18.6
2025-04-28,20:58:09,0.5,18.6
2025-04-28,20:58:19,0.6,18.6
2025-04-28,20:58:29,0.5,18.6
2025-04-28,20:58:39,0.6,18.6
2025-04-28,20:58:49,0.6,18.6
2025-04-28,20:58:59,0.5,18.6
2025-04-28,20:59:09,0.5,18.6
2025-04-28,20:59:19,0.5,18.6
2025-04-28,20:59:29,0.5,18.6
2025-04-28,20:59:39,0.6,18.6
2025-04-28,20:59:49,0.6,18.6
2025-04-28,20:59:59,0.6,18.6
2025-04-28,21:00:09,0.5,18.6
2025-04-28,21:00:19,0.6,18.6
2025-04-28,21:00:29,0.5,18.6
2025-04-28,21:00:39,0.6,18.6
2025-04-28,21:00:49,0.6,18.6
2025-04-28,21:00:59,0.5,18.6
2025-04-28,21:01:09,0.6,18.6
2025-04-28,21:01:19,0.4,18.6
2025-04-28,21:01:29,0.6,18.6
2025-04-28,21:01:39,0.5,18.6
2025-04-28,21:01:49,0.5,18.6
2025-04-28,21:01:59,0.5,18.5
2025-04-28,21:02:09,0.6,18.5
2025-04-28,21:02:19,0.6,18.5
2025-04-28,21:02:29,0.5,18.5
2025-04-28,21:02:39,0.5,18.5
2025-04-28,21:02:49,0.7,18.5
2025-04-28,21:02:59,0.6,18.5
2025-04-28,21:03:09,0.6,18.5
2025-04-28,21:03:19,0.5,18.5
2025-04-28,21:03:29,0.5,18.5
2025-04-28,21:03:39,0.5,18.5
2025-04-28,21:03:49,0.6,18.5
2025-04-28,21:03:59,0.6,18.5
2025-04-28,21:04:09,0.6,18.5
2025-04-28,21:04:19,0.5,18.5
2025-04-28,21:04:29,0.5,18.5
2025-04-28,21:04:39,0.6,18.5
2025-04-28,21:04:49,0.5,18.5
2025-04-28,21:04:59,0.6,18.5
2025-04-28,21:05:09,0.5,18.5
2025-04-28,21:05:19,0.5,18.5
2025-04-28,21:05:29,0.6,18.5
2025-04-28,21:05:39,0.5,18.5
2025-04-28,21:05:49,0.5,18.5
2025-04-28,21:05:59,0.5,18.5
2025-04-28,21:06:09,0.5,18.5
2025-04-28,21:06:19,0.5,18.5
2025-04-28,21:06:29,0.5,18.5
2025-04-28,21:06:39,0.4,18.5
2025-04-28,21:06:49,0.5,18.5
2025-04-28,21:06:59,0.5,18.5
2025-04-28,21:07:10,0.6,18.5
2025-04-28,21:07:19,0.6,18.5
2025-04-28,21:07:30,0.6,18.5
2025-04-28,21:07:40,0.5,18.5
2025-04-28,21:07:50,0.5,18.5
2025-04-28,21:08:00,0.5,18.5
2025-04-28,21:08:10,0.5,18.5
2025-04-28,21:08:20,0.6,18.5
2025-04-28,21:08:30,0.6,18.6
2025-04-28,21:08:40,0.5,18.6
2025-04-28,21:08:50,0.5,18.6
2025-04-28,21:09:00,0.6,18.6
2025-04-28,21:09:10,0.5,18.6
2025-04-28,21:09:20,0.7,18.6
2025-04-28,21:09:30,0.5,18.6
2025-04-28,21:09:40,0.6,18.6
2025-04-28,21:09:50,0.6,18.6
2025-04-28,21:10:00,0.5,18.6
2025-04-28,21:10:10,0.6,18.6
2025-04-28,21:10:20,0.4,18.6
2025-04-28,21:10:30,0.5,18.6
2025-04-28,21:10:40,0.5,18.6
2025-04-28,21:10:50,0.6,18.6
2025-04-28,21:11:00,0.6,18.6
2025-04-28,21:11:10,0.6,18.6
2025-04-28,21:11:20,0.5,18.6
2025-04-28,21:11:30,0.5,18.6
2025-04-28,21:11:40,0.6,18.6
2025-04-28,21:11:50,0.6,18.6
2025-04-28,21:12:00,0.5,18.6
2025-04-28,21:12:10,2.0,18.6
2025-04-28,21:12:20,6.0,18.8
2025-04-28,21:12:30,1.4,18.8
2025-04-28,21:12:40,0.7,18.8
2025-04-28,21:12:50,0.7,18.7
2025-04-28,21:13:00,0.6,18.7
2025-04-28,21:13:10,0.7,18.7
2025-04-28,21:13:20,0.8,18.7
2025-04-28,21:13:30,0.6,18.7
2025-04-28,21:13:40,0.7,18.7
2025-04-28,21:13:50,0.7,18.7
2025-04-28,21:14:00,0.8,18.7
2025-04-28,21:14:10,0.7,18.7
2025-04-28,21:14:20,0.7,18.7
2025-04-28,21:14:30,4.0,18.7
2025-04-28,21:14:40,2.5,18.7
2025-04-28,21:14:50,0.7,18.7
2025-04-28,21:15:00,0.6,18.7
2025-04-28,21:15:10,0.7,18.7
2025-04-28,21:15:20,0.7,18.7
2025-04-28,21:15:30,0.7,18.7
2025-04-28,21:15:40,0.7,18.7
2025-04-28,21:15:50,0.6,18.7
2025-04-28,21:16:00,0.6,18.7
2025-04-28,21:16:10,0.5,18.7
2025-04-28,21:16:20,0.7,18.7
2025-04-28,21:16:30,0.9,18.7
2025-04-28,21:16:40,0.7,18.7
2025-04-28,21:16:50,0.7,18.7
2025-04-28,21:17:00,0.8,18.7
2025-04-28,21:17:10,0.9,18.7
2025-04-28,21:17:20,0.8,18.7
2025-04-28,21:17:30,0.5,18.7
2025-04-28,21:17:40,0.6,18.7
2025-04-28,21:17:50,0.7,18.7
2025-04-28,21:18:00,0.7,18.7
2025-04-28,21:18:10,0.8,18.7
2025-04-28,21:18:20,0.7,18.7
2025-04-28,21:18:30,0.7,18.7
2025-04-28,21:18:40,0.5,18.7
2025-04-28,21:18:50,0.7,18.7
2025-04-28,21:19:00,0.7,18.7
2025-04-28,21:19:10,0.6,18.7
2025-04-28,21:19:20,0.6,18.7
2025-04-28,21:19:30,0.6,18.7
2025-04-28,21:19:40,0.7,18.7
2025-04-28,21:19:50,0.7,18.7
2025-04-28,21:20:00,0.5,18.7
2025-04-28,21:20:10,0.6,18.7
2025-04-28,21:20:20,0.6,18.7
2025-04-28,21:20:30,0.7,18.7
2025-04-28,21:20:40,0.7,18.7
2025-04-28,21:20:50,0.5,18.7
2025-04-28,21:21:00,0.7,18.7
2025-04-28,21:21:10,0.7,18.7
2025-04-28,21:21:20,0.5,18.7
2025-04-28,21:21:30,0.7,18.7
2025-04-28,21:21:40,0.6,18.7
2025-04-28,21:21:50,0.7,18.7
2025-04-28,21:22:00,0.6,18.7
2025-04-28,21:22:10,0.6,18.7
2025-04-28,21:22:20,0.7,18.7
2025-04-28,21:22:30,0.6,18.7
2025-04-28,21:22:40,0.8,18.7
2025-04-28,21:22:50,0.7,18.7
2025-04-28,21:23:00,0.6,18.7
2025-04-28,21:23:10,0.7,18.7
2025-04-28,21:23:20,0.7,18.7
2025-04-28,21:23:30,0.6,18.7
2025-04-28,21:23:40,0.6,18.7
2025-04-28,21:23:50,0.7,18.7
2025-04-28,21:24:00,0.6,18.7
2025-04-28,21:24:10,0.7,18.7
2025-04-28,21:24:20,0.6,18.7
2025-04-28,21:24:30,0.6,18.7
2025-04-28,21:24:40,0.7,18.7
2025-04-28,21:24:50,0.7,18.7
2025-04-28,21:25:00,0.7,18.7
2025-04-28,21:25:10,0.6,18.7
2025-04-28,21:25:20,0.5,18.7
2025-04-28,21:25:30,0.7,18.7
2025-04-28,21:25:40,0.7,18.7
2025-04-28,21:25:50,0.6,18.7
2025-04-28,21:26:00,0.7,18.7
2025-04-28,21:26:10,0.7,18.7
2025-04-28,21:26:20,0.7,18.7
2025-04-28,21:26:30,0.7,18.7
2025-04-28,21:26:40,0.7,18.7
2025-04-28,21:26:50,0.6,18.7
2025-04-28,21:27:00,0.7,18.7
2025-04-28,21:27:10,0.7,18.7
2025-04-28,21:27:20,0.7,18.7
2025-04-28,21:27:30,0.5,18.7
2025-04-28,21:27:40,0.5,18.7
2025-04-28,21:27:50,0.7,18.7
2025-04-28,21:28:00,0.7,18.7
2025-04-28,21:28:10,0.6,18.7
2025-04-28,21:28:20,0.6,18.7
2025-04-28,21:28:30,0.6,18.7
2025-04-28,21:28:40,0.6,18.7
2025-04-28,21:28:50,0.7,18.7
2025-04-28,21:29:00,0.7,18.7
2025-04-28,21:29:10,0.6,18.7
2025-04-28,21:29:20,0.7,18.7
2025-04-28,21:29:30,0.7,18.7
2025-04-28,21:29:40,0.6,18.7
2025-04-28,21:29:50,0.5,18.7
2025-04-28,21:30:00,0.6,18.7
2025-04-28,21:30:10,0.7,18.7
2025-04-28,21:30:20,0.6,18.7
2025-04-28,21:30:30,0.7,18.7
2025-04-28,21:30:40,0.7,18.7
2025-04-28,21:30:50,0.6,18.7
2025-04-28,21:31:00,0.6,18.7
2025-04-28,21:31:10,0.6,18.7
2025-04-28,21:31:20,0.7,18.7
2025-04-28,21:31:30,0.6,18.7
2025-04-28,21:31:40,0.6,18.7
2025-04-28,21:31:50,0.5,18.7
2025-04-28,21:32:00,0.7,18.7
2025-04-28,21:32:10,0.7,18.7
2025-04-28,21:32:20,0.6,18.7
2025-04-28,21:32:30,0.6,18.7
2025-04-28,21:32:40,0.5,18.7
2025-04-28,21:32:50,0.7,18.7
2025-04-28,21:33:00,0.7,18.7
2025-04-28,21:33:10,0.6,18.7
2025-04-28,21:33:20,0.7,18.7
2025-04-28,21:33:30,0.7,18.7
2025-04-28,21:33:40,0.6,18.7
2025-04-28,21:33:50,0.7,18.7
2025-04-28,21:34:00,0.7,18.7
2025-04-28,21:34:10,0.7,18.7
2025-04-28,21:34:20,0.6,18.7
2025-04-28,21:34:30,0.7,18.7
2025-04-28,21:34:40,0.6,18.7
2025-04-28,21:34:50,0.6,18.7
2025-04-28,21:35:00,0.6,18.7
2025-04-28,21:35:10,0.6,18.7
2025-04-28,21:35:20,0.7,18.7
2025-04-28,21:35:30,0.7,18.7
2025-04-28,21:35:40,0.6,18.7
2025-04-28,21:35:50,0.6,18.7
2025-04-28,21:36:00,0.7,18.7
2025-04-28,21:36:10,0.7,18.7
2025-04-28,21:36:20,0.6,18.7
2025-04-28,21:36:30,0.7,18.7
2025-04-28,21:36:40,0.7,18.7
2025-04-28,21:36:50,0.6,18.7
2025-04-28,21:37:00,0.7,18.7
2025-04-28,21:37:10,0.6,18.7
2025-04-28,21:37:20,0.6,18.7
2025-04-28,21:37:30,0.6,18.7
2025-04-28,21:37:40,0.6,18.7
2025-04-28,21:37:50,0.6,18.7
2025-04-28,21:38:00,0.7,18.7
2025-04-28,21:38:10,0.6,18.7
2025-04-28,21:38:20,0.6,18.7
2025-04-28,21:38:30,0.6,18.7
2025-04-28,21:38:40,0.7,18.7
2025-04-28,21:38:50,0.7,18.7
2025-04-28,21:39:00,0.6,18.7
2025-04-28,21:39:10,0.6,18.7
2025-04-28,21:39:20,0.6,18.7
2025-04-28,21:39:30,0.7,18.7
2025-04-28,21:39:40,0.7,18.7
2025-04-28,21:39:50,0.7,18.7
2025-04-28,21:40:00,0.5,18.7
2025-04-28,21:40:10,0.6,18.7
2025-04-28,21:40:20,0.7,18.7
2025-04-28,21:40:30,0.7,18.7
2025-04-28,21:40:40,0.6,18.7
2025-04-28,21:40:50,0.6,18.7
